0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
9.154659,2.0477297,5.5655794,4.3424983,4.4334974,6.908244,6.3943114,4.8751235,4.864259,3.676332,3.9886377,5.462531,4.2540503,5.593096,7.8514977
9.069331,2.0386944,5.5813894,4.648365,4.178016,6.8708696,6.4339166,5.2855864,4.774758,3.6418366,3.8371432,5.420101,5.0429854,5.5904307,7.220761
9.748289,1.5786622,4.6242466,2.8432095,5.3231807,6.678521,6.93468,4.932479,5.1396284,3.8763013,3.2558956,5.146449,3.6282568,1.5738177,8.103622
9.844452,2.9420536,5.411234,2.694153,5.3045893,6.624663,7.3018007,4.934337,5.1028533,3.758615,3.268301,5.5014615,4.0326447,4.570067,7.286099
8.971248,2.0759847,4.6626687,2.1314535,3.77502,6.8972955,6.2040434,4.371689,4.824385,3.6666367,4.1554327,5.659008,2.904587,5.143979,7.264979
9.605244,2.2569427,7.1621876,2.6515148,5.2353344,6.761229,6.6896935,4.9383574,5.4081845,3.8411791,3.4348001,5.3768454,3.6505616,2.7694016,8.005138
9.263111,1.9949213,5.8868823,4.8600893,5.7475524,6.992833,6.524377,5.0359216,5.0828385,4.0262284,2.9916687,5.5809026,2.2347445,5.031458,7.882195
9.174246,1.9978921,5.755397,5.9061217,6.0058455,7.0220146,6.5118003,5.6421223,4.7176986,4.0140376,2.830375,5.6751804,0.74070495,4.9403605,7.8494177
9.772745,2.0439727,8.38856,1.5543336,5.363612,7.1095104,4.9622693,5.0352345,3.0614758,3.8150342,3.4978094,5.4198246,3.4542675,6.0187407,7.5151973
9.201794,2.1060603,5.3904595,3.491554,4.8474674,7.026195,6.636595,4.5069737,5.1300616,3.583485,3.1076534,5.466949,4.6119046,4.9048333,7.389779
9.040052,2.0752892,4.786666,3.1682193,8.969321,1.259548,3.3588886,4.2857256,5.051119,3.827859,3.6636596,5.5134244,3.7370963,5.382819,7.4375973
9.091174,1.9637936,4.820721,2.935398,6.8820024,7.40136,6.5339723,3.841703,4.7785554,4.512927,2.2669444,5.49056,3.2284906,5.643203,8.202801
8.998561,2.1191564,5.188099,4.0296946,6.17909,6.738515,6.433927,5.7940445,4.709469,3.8699648,3.6645925,5.5543776,2.9865904,5.4568844,7.322986
9.221307,2.0335236,5.874683,5.047055,5.7785997,6.8167133,6.5291147,5.166827,5.294602,4.0683527,3.1280706,5.5305743,2.6484551,5.2198086,7.783732
9.810353,1.9819207,5.1405907,2.728581,5.332897,6.5504107,7.3297796,4.904582,5.2410855,3.891196,3.347959,5.120045,3.5113404,2.6864939,7.9754276
9.623534,2.3892605,7.2303863,2.5232716,5.3598175,6.6267686,7.1178617,4.944849,7.6598544,3.9405105,3.6177707,5.493044,3.07867,6.0004325,7.6815653
10.004107,0.45360214,3.0867043,2.9987743,5.293384,6.997562,5.596143,5.154518,4.931835,3.8035405,3.6147628,3.906679,3.2991648,6.010749,7.519345
9.095512,2.3707652,4.3078003,0.9567989,3.40742,6.480989,6.1364474,5.8161182,4.9456606,2.9067402,2.2668042,5.5028834,2.9719913,5.4557652,6.66306
8.976211,2.1924946,4.370887,0.93023473,4.742237,6.833488,6.334124,5.73555,4.9382243,3.7429752,3.831054,5.650336,2.826376,5.0469427,8.328585
9.767698,6.3470755,2.5415523,3.6936762,5.517496,7.7336445,3.3796763,5.06683,5.569857,3.870512,3.4806323,5.545948,3.4577487,5.0853653,7.6930585
9.793523,2.297466,7.3199964,2.197204,5.3372602,6.705655,6.682619,4.9460387,5.4149046,3.8739684,3.3754191,5.340604,3.5925515,2.8903105,7.9237313
9.67503,2.335779,7.2638516,2.461791,5.173125,6.7514424,6.664712,4.9267707,5.296095,3.8205254,3.4953728,5.199321,3.749373,2.9383137,7.93597
9.021269,2.002403,4.8219986,3.0378618,6.0049887,7.035751,6.2665634,3.495435,4.7824526,4.3394322,2.5936348,5.4839087,3.4270692,5.7825375,8.437398
1.8039768,2.0158474,7.2206964,1.3315462,3.839806,7.027582,1.8738867,5.001232,6.3378706,3.572201,2.9048011,5.559398,3.4453754,5.2880526,7.622245
9.168096,1.9136806,4.8619533,3.2140794,4.483868,7.052406,6.2430305,3.4374554,4.8166013,3.9604712,3.459997,5.5144653,3.5530088,5.6778674,8.650615
9.75909,2.4333663,6.7754707,2.445929,5.3569345,6.6003366,7.1570654,4.938168,5.8736453,3.9074178,3.4616036,5.326144,3.3368108,3.727909,7.9196286
9.216644,1.8238609,4.7820525,3.248181,6.743492,7.382799,6.4972944,3.754814,4.830521,4.440432,1.9240502,5.467508,3.4296045,5.4840107,7.529464
8.985567,2.2007332,4.4426365,1.1579638,5.9742556,6.7092543,6.551911,5.6416054,4.85717,3.213637,3.8372748,5.5978928,3.1517918,5.415418,8.33527
9.09516,2.1286743,4.4259167,0.78406554,2.8929899,6.373373,6.155351,5.75048,4.938975,3.9264612,2.0432508,5.441689,3.083947,5.58963,6.479515
9.906887,0.96359706,3.4731722,2.98811,5.3095465,6.810084,6.351282,5.082479,4.9128566,3.8285928,3.3699937,7.971427,3.6114187,5.3495603,7.563769
9.007851,2.4162486,4.3181458,1.1997695,3.8982823,6.258386,6.0780044,6.032025,4.923016,3.3224757,2.9264956,5.512186,3.327678,5.4185886,6.7226806
9.836157,1.945193,4.95034,2.7609372,5.3411064,6.5319295,7.36371,4.905883,5.0837007,3.8915524,3.3532646,5.125207,3.500831,2.8192825,7.9590387
9.304834,1.9700662,6.2696786,5.384565,5.176762,7.1635427,6.3729715,5.3984456,4.519872,3.7554345,3.557995,5.6693006,2.7621014,5.131464,7.823203
8.9622555,2.1435878,4.5428066,1.7429931,3.6845362,6.787765,6.2484055,4.797133,4.8625755,3.5943236,3.8270884,5.643222,2.955711,5.128585,7.143606
9.194747,1.8996668,4.8864017,3.310373,7.105833,7.450877,6.554386,3.6611745,4.8001976,4.5965757,1.4724255,5.4299345,3.2392673,5.562923,7.7116923
8.950514,2.113981,5.0850725,3.7860835,4.7389383,6.765836,6.38319,5.9755383,4.748588,3.8916101,3.9792402,5.4944124,4.1483693,5.6387205,7.2602677
9.77617,1.9807361,8.426113,1.4725422,5.35665,7.152915,4.7905464,5.045767,2.7728782,3.8066347,3.5182843,5.2556114,3.4624138,6.176035,7.493473
0.38938272,0.5237918,5.035029,2.8459878,5.2944593,6.80763,6.419439,6.72806,4.8816824,3.833289,3.4565322,5.523558,7.911542,5.390512,7.6166506
9.923684,0.6715578,2.9873118,3.0577466,5.3101387,6.8759828,6.0019517,5.123854,4.8836417,3.8278494,3.4281263,7.77124,3.5091686,5.8930616,7.5294766
9.1022,2.0169115,5.500588,5.7703004,5.275922,6.8807936,6.41883,5.4937916,4.511663,3.44699,3.333281,5.5276895,2.949823,5.520387,7.3395066
9.76551,2.0067415,8.512206,1.5093397,5.3712955,7.1540728,4.8082266,5.048109,2.800662,3.8139846,3.5014744,5.423735,3.4255233,6.112873,7.527541
9.997267,0.8848587,3.3155215,2.933776,5.3345737,6.788869,6.216837,5.139521,4.676767,3.8182292,3.640678,3.9489756,3.293737,5.691494,7.495753
9.818702,1.682392,4.7437005,2.7706091,5.314654,6.6174674,7.0546937,4.933572,5.148969,3.8747091,3.3163188,4.936022,3.5810146,2.0084052,8.032798
9.800068,3.4913812,4.3311515,2.812181,5.3291116,6.152201,8.675228,4.8749557,3.9268868,3.8694818,3.5262372,5.2957387,3.3327315,5.798637,7.606781
9.050606,2.1191678,4.3834705,0.929944,8.029467,7.32317,6.7438984,5.4977875,4.9212456,3.3625615,5.0482697,5.623018,3.4085639,5.3742323,8.807841
9.018837,2.1207635,4.418689,0.9964212,7.775119,7.2909355,6.712485,5.5389132,4.9313655,3.482974,4.6041584,5.5852613,3.4792452,5.363262,8.106145
9.100547,2.2530599,5.1814685,2.9443982,4.866833,6.9056463,6.7475185,5.1544385,5.0982113,3.467421,3.010345,5.440384,4.5736413,4.810778,6.936946
8.986016,2.1853337,4.4731984,1.2784172,6.0252028,6.7850447,6.6307435,5.521303,4.8213835,3.278604,3.8270178,5.600473,3.1377265,5.4393525,8.4074545
9.902734,1.9745743,6.072049,2.7318351,5.2791185,6.804822,6.7156153,4.9111843,5.5936003,3.7506852,3.2712388,5.9822226,4.200815,4.6364317,7.2871313
9.922131,0.68141466,3.0014665,3.0528533,5.310127,6.872282,6.0136404,5.122414,4.886322,3.8276653,3.4256074,7.773302,3.5143406,5.874553,7.5329504
9.773008,2.4054668,6.9517055,2.3500748,5.3659835,6.6447673,6.922186,4.9533896,5.428207,3.891086,3.4574072,5.7838917,3.3343031,4.6315327,7.7769723
9.676568,6.2132363,2.5739233,3.5889766,5.4298587,7.5514073,3.8748648,5.0902166,5.277228,3.8178165,3.4195943,5.7920475,3.4444644,5.4202294,7.6015306
9.969246,0.8647402,3.1937442,3.014379,5.339192,6.8005996,6.313048,5.0905447,4.7679152,3.8376834,3.4815886,6.4673915,3.4398124,5.7413163,7.537189
9.7192545,2.3324728,7.30517,2.4576933,5.2969737,6.685468,7.003382,4.9587955,7.3679543,3.8768945,3.511075,5.5590625,3.2439744,5.957461,7.6071043
8.84318,2.0466974,4.491118,1.1977376,4.546853,6.5757985,6.260661,5.6173735,4.938712,3.2949986,3.3210704,5.5544,3.3872302,5.394857,7.9028053
9.081318,2.04756,4.587712,1.582842,9.161855,7.9392223,7.012244,4.7252626,4.9163685,4.0523605,2.758114,5.336008,4.3090677,5.5628724,4.851906
9.151388,1.9908661,5.7637386,5.72884,5.5995255,7.178525,6.5803885,5.6580915,4.757278,4.07534,3.4210494,5.626989,1.9618154,5.2402925,7.9403906
9.018846,2.0272458,4.907765,3.202994,4.6737237,7.088282,6.3093596,3.5600579,4.811876,3.8831606,3.40181,5.4890456,3.8596551,5.7645593,8.479535
9.053575,2.0029905,5.3485985,5.346662,4.814182,7.086378,6.462966,5.108446,4.618161,3.4918432,3.8349729,5.4577713,4.4382124,5.944869,7.679775
9.226925,2.002268,5.8862524,5.1980476,4.3394713,7.0439253,6.4911466,5.0102596,4.849487,3.5017884,4.3620224,5.431644,5.359649,5.627535,7.592073
9.729302,2.4351857,7.2925873,2.371721,5.2872367,6.62789,7.1643357,4.9220395,7.732142,3.8938708,3.5560906,5.364409,3.222354,5.9669204,7.6162133
8.927398,2.1115088,4.3915567,0.93928677,7.6926556,7.330155,6.7182436,5.8050375,4.9341784,3.5572238,4.829468,5.61192,3.352513,5.285673,8.114141
9.136184,2.022731,5.668394,5.423276,5.564485,6.56663,6.383809,5.247128,5.1986732,4.1429405,3.431918,5.4785175,3.4710705,5.3912416,7.663171
8.996493,2.1965077,5.0592775,3.4744465,4.3345623,6.5262914,6.3570113,5.86631,4.757781,3.41455,3.553224,5.4539056,4.0051746,5.768361,7.0833035
9.076086,1.9453347,4.8500943,3.252576,4.6516094,7.14998,6.247993,3.3994956,4.7785616,4.0574274,3.390082,5.563462,3.611194,5.705091,8.686833
9.912299,0.46449897,2.7866614,3.1128438,5.3204713,6.996453,5.663259,5.133919,4.968873,3.826694,3.4928207,6.638468,3.393598,6.343874,7.5124226
9.778875,2.0011785,8.35386,1.5052629,5.351712,7.125327,4.8965445,5.0392394,2.9613478,3.80782,3.5185323,5.2613125,3.4765337,6.1246285,7.484953
8.975956,2.1006057,4.546843,1.4949858,7.2960625,7.202496,6.5954285,5.458871,4.909807,3.7648525,4.2087994,5.5671577,3.4018273,5.3581204,7.8076196
8.91336,2.1052759,4.3898263,0.9266516,7.7272468,7.3640175,6.740517,5.838553,4.933124,3.5754201,4.8804364,5.6212254,3.3215065,5.266224,8.126264
9.021899,2.0601625,4.493053,1.1616415,8.22856,7.636598,6.8556247,5.4684715,4.909106,3.6022162,5.1842694,5.6549726,3.2091472,5.3316274,9.115137
10.000818,0.51974374,2.8943603,3.093604,5.3319397,6.912027,5.8920445,5.122043,4.8935394,3.8340254,3.473493,6.43285,3.4205916,5.987985,7.5497193
9.134282,1.8532288,4.713544,3.1372564,5.971967,7.142977,6.314483,3.67284,4.799664,4.2021613,2.7224834,5.562339,3.287764,5.7061534,8.640762
9.739202,0.6651453,2.9901435,3.1036499,5.3235364,7.050747,5.423639,5.1693573,5.013187,3.8180614,3.681137,3.3273025,3.109571,6.6828413,7.484958
9.826904,1.9755777,5.0983043,2.7314696,5.330594,6.5380445,7.3403306,4.910013,5.2001595,3.8865778,3.3561769,5.122137,3.5115774,2.7376986,7.958835
9.113091,2.0212026,5.3652973,4.5981183,6.6727896,5.387517,5.58833,4.8521357,4.8416405,3.9882927,3.2367258,5.536338,3.0864372,5.405551,7.7589436
9.013907,2.2280486,4.5024667,1.368671,5.7806234,6.8239613,6.5917645,5.6080227,4.84462,3.5459402,3.6941252,5.5632277,3.3186831,5.4474025,7.8216524
9.054729,2.186486,5.244654,4.0394897,5.85235,6.315312,6.266635,5.7112217,4.705636,3.7565346,3.7002697,5.5502496,3.1778083,5.5046897,7.5060596
9.816891,2.9461808,4.101807,2.811951,5.3172183,5.9001465,9.586445,4.819942,3.3215315,3.8912234,3.582542,5.7636366,3.2081604,6.831305,7.539259
9.052959,2.0316234,4.5672398,1.6837639,8.906382,7.8906846,6.9475174,4.525585,4.903202,4.1079845,2.6945446,5.3834186,4.039316,5.5461254,5.802343
9.86496,3.70114,4.6953845,2.8198895,5.339198,6.409909,7.8202715,4.890965,4.5080676,3.867665,3.49477,5.127353,3.4704673,5.352566,7.551163
9.180959,1.9042544,4.876549,3.25201,7.135772,7.456063,6.560241,3.6870434,4.8044066,4.568982,1.5588715,5.4319363,3.2810738,5.56853,7.66246
10.021349,0.35153958,2.8578467,2.9943795,5.2820053,7.0260005,5.5076494,5.1767793,4.90657,3.7945843,3.6404405,3.7935677,3.271825,6.32432,7.4757566
10.017111,0.35701266,2.861372,2.9978545,5.279678,7.023653,5.5113764,5.1734653,4.9056673,3.794666,3.6432073,3.7853816,3.2697985,6.324659,7.4788284
1.779597,2.018599,2.2281268,2.538927,5.320611,8.561501,6.552033,5.000284,5.135264,4.558546,3.3270874,4.878947,3.4440587,5.548952,8.007074
9.160264,1.9071603,4.8703218,3.1829436,6.850616,7.35151,6.513485,3.8215525,4.8153515,4.4143963,2.0808215,5.474119,3.3170333,5.5295687,7.851395
9.217731,2.0224886,5.8336344,5.9543705,5.669923,6.9705024,6.4551425,5.9189234,4.510699,3.7738838,3.0651875,5.7271223,0.9694445,4.97307,7.5933743
9.121691,2.0202296,5.634831,5.394563,5.5624146,6.553222,6.3527217,5.235756,5.1561756,4.1841726,3.4581757,5.483931,3.4260774,5.417991,7.699509
9.035596,2.1322901,5.0567174,2.6610358,5.270742,7.033809,6.833015,5.226915,5.074631,3.4278553,2.6888304,5.4437265,4.656799,4.591657,6.5366864
9.721476,2.362027,7.259643,2.4594667,5.292624,6.656229,7.101723,4.9527593,7.5160933,3.8826559,3.510566,5.4633117,3.2616594,5.829314,7.630898
9.768334,2.3018148,7.302081,2.2661254,5.302141,6.716864,6.684688,4.9436383,5.393908,3.8606775,3.40065,5.3147383,3.624354,2.8990462,7.920707
9.055338,2.2226944,5.042823,3.4473133,3.8432133,6.6078815,6.4940434,5.6513386,4.7487173,3.3962712,3.7273679,5.4077315,4.510767,5.869548,7.0627494
1.7708262,2.0201745,2.6896384,2.651491,4.796125,7.310473,6.776451,5.00019,4.7776175,2.122689,3.6735249,6.3225794,3.4439673,5.2624617,8.046677
9.256879,1.7021986,4.773085,3.554269,5.8740015,7.096727,6.2530675,3.8071654,4.817981,4.1760135,2.6725967,5.602553,3.1960578,5.501438,8.451456
9.092047,2.0227633,5.5270934,5.835547,5.397953,6.836323,6.3931437,5.576617,4.4962234,3.5003188,3.3415656,5.5460835,2.802118,5.53074,7.3674335
9.728492,2.3433862,7.2857485,2.3295155,5.2273097,6.7332687,6.6592293,4.933287,5.2924747,3.83723,3.4685068,5.1992965,3.6936045,3.04165,7.9142985
9.777869,2.1868434,7.6865945,2.0427666,5.363569,6.7865763,6.3964586,4.970258,5.5689054,3.8821108,3.4593387,6.229132,3.3187618,5.3378873,7.6923947
9.024406,2.2149286,4.959235,3.2118204,3.8743188,6.5705767,6.4307365,5.6662006,4.756849,3.4522223,3.6186783,5.4293175,4.3044386,5.8384223,7.068862
9.104356,2.1037664,5.390713,4.110215,4.302194,6.798422,6.4144225,5.273757,4.794095,3.5753415,3.9302082,5.4455,4.349392,5.686147,7.5233226
8.921192,2.0788693,4.411448,1.114187,4.9624047,7.0595484,6.4008274,5.1635914,4.9002304,3.5956235,3.787448,5.630167,2.9448624,5.2681303,8.51488
9.698103,2.291097,7.9752536,2.1235325,5.271926,6.6977396,6.9584794,4.9431934,8.78259,3.9084864,3.6735163,5.6219463,2.9846294,8.023443,7.468399
9.011301,1.9888562,5.477284,5.7653227,5.917189,7.051255,6.472925,5.5888267,4.5783176,3.945992,3.2291927,5.5796213,1.9718286,5.5071554,7.731672
10.0275545,1.5445701,5.6083007,2.7343898,5.302916,6.830809,6.481576,4.9525547,5.423711,3.7803483,3.331919,5.8666778,4.0463924,4.3388505,7.424097
9.122523,2.2309337,5.0858,2.9258099,5.6076,7.079145,6.8383317,4.9868984,5.0524564,3.6182766,2.743907,5.4516463,4.387357,4.7527356,6.729816
1.7843968,2.0149076,6.871591,3.057288,1.9189916,6.6441903,7.329337,4.9996915,4.498121,4.28388,4.454483,5.3674464,3.4434416,4.108836,7.7696795
9.924729,6.1734447,2.7012231,3.5288157,5.505047,7.438229,4.2442884,4.9952855,5.311198,3.9180508,3.567281,5.4597235,3.3691328,5.256937,7.735848
9.766269,2.150231,8.068029,1.8760878,5.370536,6.8843055,6.0070534,4.9828463,4.7362747,3.8655064,3.4160457,6.2533913,3.3873653,4.8612328,7.7572756
9.871529,0.73257565,3.071726,3.056168,5.3129563,6.8715067,6.064002,5.1124625,4.9358807,3.83621,3.3704844,8.791316,3.5803986,5.626244,7.56898
9.659517,2.212572,7.144681,2.6610198,5.376106,6.740363,6.683916,4.9642706,5.388168,3.8920221,3.382698,5.6775527,3.3784258,3.4035738,7.944291
10.037316,1.8001925,6.056285,2.4608586,5.324977,6.821178,6.4233146,4.961975,5.263729,3.7842822,3.4026222,4.887857,3.9431527,4.631159,7.3628654
9.120635,2.019454,4.8784947,2.9583585,3.5587556,7.0429516,6.1929092,2.774881,4.8283143,3.6369765,3.993075,5.5627413,3.6367455,5.7520323,9.144126
9.769724,0.61485696,2.9394236,3.098055,5.3092194,7.0519013,5.4109726,5.1618395,4.995489,3.8156834,3.6784694,3.4216044,3.1257374,6.7136364,7.485155
9.678223,2.3301585,7.2983828,2.4941583,5.326061,6.678357,6.988929,4.962628,7.3748617,3.8998547,3.5464382,5.5910068,3.1833522,6.024409,7.623982
8.881483,2.0807095,4.4136806,1.124817,3.404531,6.51849,6.259038,5.3856187,4.883128,3.1959808,2.7446687,5.496189,3.2404463,5.556949,7.103218
1.772617,2.0203,2.7334006,2.6317701,4.850545,7.427891,6.7369537,5.000257,4.8092647,2.4981165,3.644777,6.1429896,3.4439793,5.33057,8.028597
10.020162,1.7054256,5.6569715,2.6753502,5.3122325,6.7786164,6.6330996,4.9630527,5.4885607,3.7891092,3.3166926,6.231612,4.0284414,4.431093,7.4105873
9.007441,1.9927235,4.8235674,2.9186132,7.1978607,7.43491,6.542254,3.599061,4.8400264,4.4383054,1.8559229,5.407988,3.6938074,5.6965575,7.359798
9.762601,2.5208817,6.909518,2.4157138,5.327646,6.598039,7.183943,4.93345,6.7518687,3.9001732,3.5223303,5.3636174,3.2925596,5.061596,7.717328
9.056088,2.0982473,4.617615,1.7323372,3.5909271,6.5985756,6.2197704,6.086866,4.821811,8.56308,4.490596,5.5315976,3.766014,5.295811,7.592437
9.096878,2.0184743,5.370651,4.6626453,6.7036805,5.386521,5.567969,4.8258066,4.8107667,3.9908717,3.195565,5.5399933,3.023656,5.4197054,7.783568
8.965179,2.043086,4.791082,2.8405297,4.9732323,7.095444,6.289132,3.684992,4.7888174,4.1726365,3.4125724,5.518157,3.4491048,5.6779194,8.296618
9.047462,2.2521217,4.527885,1.4653391,3.8494337,6.6794515,6.481836,5.3240466,4.875477,3.4877946,2.8813598,5.4961433,3.4085443,5.4283967,7.2154965
9.161788,2.156597,4.5465093,1.0792774,4.366055,6.664042,6.316083,5.909332,4.9386973,3.723927,3.8445194,5.7174797,2.5132105,4.774559,8.693972
9.889545,6.081663,2.769517,3.4966602,5.485198,7.411981,4.3154473,5.012863,5.2957397,3.8997765,3.5429327,5.491452,3.3812354,5.28182,7.715062
9.12869,1.9913766,5.76386,5.7883644,6.0780454,7.0166574,6.5222073,5.6017137,4.74973,4.0577064,2.9041927,5.657527,0.88454866,4.98216,7.872171
9.106527,1.9595711,4.9800406,3.2211957,7.269958,7.4824486,6.6477513,3.8071103,4.879523,4.4215207,1.6079184,5.4125433,3.5363295,5.462704,7.240147
9.182959,2.0195892,5.4702225,4.9821277,4.420254,7.0439177,6.502203,5.036755,4.7682366,3.2984185,4.3754654,5.3641634,5.6349154,6.033634,7.4234767
9.953972,0.8212456,3.2127476,2.9454153,5.308179,6.8248725,6.0712876,5.1459517,4.709961,3.8086064,3.6784499,3.5856116,3.252141,5.898867,7.478354
9.743067,6.254109,2.5879846,3.5450475,5.4247184,7.4934964,4.0848737,5.0871735,5.270394,3.8212295,3.4261436,5.651461,3.4555855,5.3500123,7.612476
9.928543,0.34515238,2.6286774,3.147863,5.3431506,7.046298,5.3825808,5.1897664,5.0275245,3.8203387,3.6344075,4.5161357,3.1827607,6.695157,7.51255
9.050746,1.9877691,5.3487053,5.6621466,4.8551607,7.1345363,6.4638867,5.188681,4.540885,3.4478269,3.9369473,5.448095,4.4969664,6.1132956,7.704131
9.176935,2.0183516,5.771615,5.805658,5.1979146,7.009721,6.472657,5.5698814,4.5141783,3.477246,3.4645784,5.5650225,3.0000985,5.3994746,7.4231224
9.760271,2.0685472,8.898343,1.2682726,5.3895583,7.1938586,4.525974,5.0508604,2.1507347,3.8124704,3.5049093,5.5627375,3.4193962,6.1819086,7.5234942
9.077965,2.0030253,5.4284806,5.853511,4.911499,7.102702,6.4639497,5.4139147,4.4864464,3.3998795,4.0826483,5.4384747,4.71482,6.207944,7.5715213
9.039463,2.2125888,4.975249,3.2504375,3.8513908,6.5885687,6.4516582,5.6452312,4.763019,3.4357092,3.6376326,5.42202,4.3570323,5.839249,7.072884
9.824382,1.9536394,5.111613,2.7593656,5.3448462,6.5380754,7.356732,4.8918486,5.220779,3.8954766,3.3283741,5.1550865,3.511387,2.6616392,7.9909196
8.9508095,2.11932,4.4436436,1.2422835,4.915499,6.977963,6.3657165,5.312217,4.90249,3.8730059,3.9241138,5.634041,2.9692225,5.1862063,8.185743
9.127986,2.0118356,5.6270723,5.8488545,5.5870256,6.8401213,6.3793316,5.585645,4.560822,3.671542,3.1043751,5.6044884,1.9687587,5.281556,7.454398
10.039723,0.33127865,2.832036,3.0231307,5.243695,6.9911284,5.5274897,5.14739,4.8770986,3.7917705,3.6576102,3.711091,3.2818236,6.360268,7.5011287
9.863515,3.3252385,4.366705,2.8465471,5.3153954,6.0852695,8.933409,4.8321204,3.8222632,3.8922389,3.567486,4.939539,3.2820992,5.8501344,7.6027665
9.859958,1.5475872,4.4584556,2.7908096,5.314949,6.653531,6.9229712,4.9678154,4.931269,3.863425,3.3864388,4.409889,3.5226917,2.5920832,7.9516706
9.157922,1.9886557,5.7954426,5.8275366,6.0233026,7.0189905,6.518746,5.570626,4.76581,4.03788,2.8513794,5.663818,0.87879336,4.9421053,7.876593
9.096705,2.436182,4.90987,2.5989978,4.970917,6.899444,6.8054357,4.992191,5.1226096,3.5523002,2.8731253,5.434441,4.576323,4.6636047,6.8560386
9.9976635,0.33247378,2.7296138,3.0422697,5.2282715,6.9906363,5.5021152,5.14893,4.846914,3.787743,3.713728,3.5172598,3.2142622,6.5493636,7.4752107
9.265956,1.9906036,6.193481,5.701592,5.240646,7.12986,6.403944,5.618814,4.4833975,3.7064295,3.6250935,5.6662793,2.78258,5.26635,7.7255163
9.011034,2.2236798,4.5185695,1.4031057,5.5894456,6.8402133,6.5839815,5.59134,4.855681,3.6404307,3.6214244,5.5487356,3.3906808,5.4350514,7.6562476
9.006948,1.9983779,4.848623,2.9603026,7.138251,7.407271,6.5341654,3.6213417,4.845411,4.4146175,1.8875262,5.4110126,3.6843092,5.675078,7.384616
1.7983457,2.016855,1.6909932,1.854635,5.2020855,3.8406851,5.97617,5.0001564,4.61114,3.1976023,3.4821358,1.8550755,3.443959,5.825748,8.320119
9.110636,2.0250337,5.8404202,5.7498226,5.533846,6.9009986,6.352733,5.8554153,4.438786,3.7641819,3.7130508,5.605535,2.787126,5.566873,7.6205044
9.935338,0.7128616,3.1050007,3.0377681,5.3121634,6.8766046,6.058154,5.121813,4.907235,3.8245666,3.442671,7.2863684,3.5039372,5.7551274,7.538197
9.083329,1.9594395,4.9374003,3.1763568,3.6190886,7.0533724,6.207381,3.0254161,4.8383574,3.6628876,3.6247084,5.4804053,3.880225,5.9266896,9.486707
8.936286,2.1674447,4.406413,1.0121964,3.407268,6.1566024,6.131463,6.000388,4.903707,4.2498074,2.713843,5.473755,3.4048223,5.4977927,6.6058383
9.0436125,1.9753748,4.8423,3.0553036,3.8223777,7.1555963,6.2330203,2.605773,4.810386,3.859284,4.066044,5.549781,3.6681058,5.7045217,8.963765
9.032596,2.0068934,5.3349442,5.5813794,5.0884614,7.073786,6.457002,5.518335,4.4921026,3.6586375,3.7467058,5.513368,3.3872094,5.779783,7.532427
9.097164,1.9855672,4.812662,2.9736674,3.717559,7.1135826,6.1912947,2.5731301,4.8034687,3.826326,3.9536023,5.5554776,3.623112,5.8094864,9.190185
