Id,Category
348,1
349,9
350,1
351,8
352,6
353,4
354,1
355,0
356,5
357,2
358,1
359,6
360,0
361,0
362,0
363,4
364,2
365,1
366,8
367,7
368,7
369,7
370,8
371,9
372,5
373,5
374,9
375,8
376,5
377,4
378,2
379,7
380,4
381,8
382,9
383,1
384,7
385,3
386,7
387,5
388,0
389,6
390,6
391,4
392,0
393,2
394,4
395,0
396,1
397,6
398,2
399,0
400,2
401,6
402,1
403,9
404,4
405,8
406,0
407,3
408,8
409,7
410,7
411,5
412,5
413,4
414,7
415,6
416,8
417,6
418,6
419,4
420,0
421,5
422,0
423,9
424,2
425,7
426,9
427,5
428,9
429,4
430,9
431,5
432,0
433,6
434,3
435,0
436,4
437,5
438,4
439,6
440,3
441,1
442,9
443,0
444,3
445,5
446,3
447,2
448,5
449,7
450,1
451,3
452,8
453,6
454,3
455,0
456,3
457,1
458,2
459,8
460,9
461,3
462,1
463,2
464,3
465,6
466,4
467,8
468,3
469,0
470,5
471,8
472,0
473,9
474,2
475,2
476,9
477,7
478,1
479,5
480,5
481,1
482,8
483,0
484,6
485,0
486,8
487,2
488,6
489,0
490,0
491,0
492,5
493,4
494,3
495,7
496,9
497,7
498,3
499,6
500,1
501,2
502,7
503,0
504,5
505,4
506,8
507,8
508,9
509,6
510,0
511,4
512,2
513,3
514,2
515,3
516,2
517,6
518,3
519,3
520,4
521,9
522,5
523,1
524,5
525,2
526,5
527,7
528,5
529,5
530,5
531,1
532,0
533,2
534,7
535,7
536,7
537,5
538,6
539,4
540,7
541,8
542,5
543,9
544,9
545,3
546,4
547,8
548,1
549,6
550,1
551,6
552,0
553,8
554,3
555,3
556,2
557,5
558,6
559,4
560,3
561,8
562,7
563,9
564,3
565,1
566,5
567,0
568,9
569,5
570,4
571,0
572,7
573,7
574,7
575,2
576,1
577,5
578,0
579,7
580,7
581,1
582,6
583,7
584,2
585,3
586,7
587,5
588,9
589,7
590,6
591,6
592,1
593,3
594,8
595,4
596,6
597,6
598,3
599,0
600,8
601,9
602,3
603,2
604,4
605,9
606,8
607,0
608,7
609,7
610,3
611,3
612,6
613,2
614,0
615,4
616,2
617,5
618,5
619,0
620,8
621,9
622,4
623,0
624,2
625,8
626,6
627,5
628,1
629,0
630,7
631,2
632,1
633,0
634,7
635,2
636,6
637,3
638,1
639,1
640,3
641,8
642,4
643,5
644,9
645,9
646,3
647,1
648,0
649,3
650,2
651,3
652,8
653,3
654,1
655,2
656,6
657,4
658,5
659,7
660,0
661,9
662,5
663,4
664,0
665,9
666,2
667,0
668,2
669,8
670,2
671,0
672,8
673,1
674,4
675,7
676,0
677,5
678,9
679,7
680,3
681,1
682,1
683,4
684,1
685,9
686,6
687,7
688,5
689,0
690,8
691,5
692,7
693,5
694,2
695,6
696,4
697,7
698,5
699,3
700,8
701,2
702,8
703,4
704,4
705,8
706,6
707,3
708,0
709,2
710,4
711,7
712,4
713,9
714,6
715,9
716,5
717,9
718,3
719,9
720,1
721,8
722,6
723,6
724,2
725,5
726,2
727,1
728,4
729,1
730,5
731,7
732,3
733,9
734,2
735,9
736,0
737,0
738,9
739,7
740,7
741,5
742,8
743,5
744,6
745,8
746,7
747,4
748,7
749,9
750,0
751,8
752,1
753,7
754,8
755,3
756,8
757,6
758,3
759,5
760,7
761,7
762,3
763,0
764,5
765,3
766,8
767,9
768,8
769,4
770,7
771,4
772,9
773,0
774,3
775,9
776,1
777,1
778,7
779,6
780,2
781,0
782,7
783,5
784,8
785,4
786,0
787,2
788,4
789,4
790,1
791,3
792,9
793,0
794,0
795,7
796,0
797,4
798,4
799,6
800,3
801,5
802,9
803,5
804,4
805,7
806,4
807,7
808,8
809,6
810,8
811,1
812,2
813,7
814,2
815,7
816,3
817,5
818,5
819,8
820,6
821,1
822,7
823,8
824,2
825,0
826,0
827,9
828,3
829,2
830,3
831,8
832,2
833,3
834,9
835,8
836,3
837,6
838,0
839,5
840,4
841,2
842,8
843,2
844,6
845,9
846,8
847,2
848,1
849,2
850,5
851,4
852,7
853,9
854,5
855,9
856,1
857,9
858,5
859,6
860,7
861,9
862,0
863,2
864,5
865,2
866,9
867,4
868,5
869,6
870,6
871,3
872,9
873,8
874,6
875,3
876,2
877,9
878,3
879,7
880,5
881,6
882,6
883,5
884,5
885,1
886,3
887,2
888,9
889,9
890,7
891,0
892,0
893,2
894,4
895,4
896,4
897,8
898,5
899,7
900,5
901,2
902,9
903,0
904,3
905,1
906,1
907,6
908,8
909,8
910,0
911,8
912,6
913,3
914,1
915,6
916,6
917,2
918,7
919,5
920,6
921,0
922,2
923,3
924,9
925,7
926,8
927,7
928,4
929,2
930,7
931,3
932,2
933,0
934,3
935,9
936,6
937,1
938,8
939,6
940,5
941,6
942,5
943,8
944,4
945,5
946,0
947,9
948,1
949,4
950,0
951,2
952,0
953,8
954,7
955,2
956,3
957,9
958,2
959,3
960,5
961,1
962,3
963,3
964,6
965,7
966,5
967,3
968,0
969,8
970,8
971,9
972,5
973,1
974,6
975,5
976,6
977,6
978,2
979,3
980,7
981,4
982,7
983,3
984,3
985,1
986,9
987,2
988,0
989,4
990,3
991,2
992,5
993,0
994,5
995,4
996,9
997,2
998,5
999,5
1000,7
1001,8
1002,8
1003,1
1004,4
1005,5
1006,5
1007,4
1008,7
1009,8
1010,6
1011,3
1012,1
1013,4
1014,6
1015,9
1016,6
1017,8
1018,7
1019,3
1020,0
1021,8
1022,9
1023,8
1024,8
1025,5
1026,3
1027,5
1028,9
1029,7
1030,0
1031,1
1032,9
1033,3
1034,6
1035,2
1036,4
1037,8
1038,5
1039,5
1040,5
1041,3
1042,6
1043,2
1044,9
1045,8
1046,2
1047,0
1048,7
1049,0
1050,0
1051,3
1052,8
1053,6
1054,3
1055,7
1056,9
1057,2
1058,8
1059,0
1060,6
1061,8
1062,4
1063,0
1064,3
1065,9
1066,6
1067,0
1068,3
1069,3
1070,6
1071,4
1072,1
1073,9
1074,4
1075,4
1076,9
1077,4
1078,7
1079,5
1080,1
1081,9
1082,4
1083,7
1084,7
1085,9
1086,1
1087,7
1088,0
1089,9
1090,5
1091,1
1092,1
1093,6
1094,3
1095,1
1096,1
1097,5
1098,3
1099,5
1100,5
1101,9
1102,9
1103,1
1104,2
1105,8
1106,7
1107,0
1108,7
1109,3
1110,8
1111,2
1112,7
1113,3
1114,0
1115,1
1116,1
1117,5
1118,9
1119,5
1120,2
1121,6
1122,6
1123,6
1124,8
1125,7
1126,5
1127,8
1128,2
1129,9
1130,0
1131,0
1132,7
1133,6
1134,6
1135,7
1136,3
1137,0
1138,8
1139,9
1140,4
1141,3
1142,2
1143,8
1144,8
1145,9
1146,4
1147,1
1148,3
1149,7
1150,4
1151,2
1152,0
1153,9
1154,8
1155,8
1156,8
1157,4
1158,9
1159,5
1160,0
1161,9
1162,2
1163,5
1164,6
1165,8
1166,9
1167,2
1168,9
1169,5
1170,5
1171,6
1172,7
1173,5
1174,6
1175,9
1176,4
1177,1
1178,6
1179,0
1180,7
1181,7
1182,2
1183,9
1184,0
1185,5
1186,4
1187,3
1188,6
1189,4
1190,0
1191,8
1192,5
1193,7
1194,0
1195,8
1196,8
1197,1
1198,8
1199,3
1200,5
1201,1
1202,7
1203,9
1204,4
1205,0
1206,3
1207,8
1208,9
1209,1
1210,8
1211,0
1212,9
1213,3
1214,9
1215,5
1216,4
1217,1
1218,7
1219,3
1220,6
1221,0
1222,7
1223,6
1224,0
1225,9
1226,7
1227,0
1228,6
1229,9
1230,5
1231,7
1232,1
1233,0
1234,7
1235,1
1236,8
1237,8
1238,8
1239,6
1240,7
1241,1
1242,3
1243,9
1244,9
1245,6
1246,6
1247,7
1248,7
1249,5
1250,7
1251,7
1252,7
1253,1
1254,0
1255,1
1256,4
1257,0
1258,9
1259,2
1260,3
1261,0
1262,3
1263,8
1264,9
1265,6
1266,2
1267,0
1268,6
1269,6
1270,9
1271,3
1272,9
1273,5
1274,3
1275,4
1276,9
1277,8
1278,9
1279,8
1280,4
1281,4
1282,0
1283,6
1284,6
1285,3
1286,4
1287,0
1288,0
1289,5
1290,3
1291,1
1292,7
1293,1
1294,8
1295,0
1296,6
1297,9
1298,1
1299,3
1300,5
1301,0
1302,1
1303,4
1304,7
1305,8
1306,2
1307,8
1308,6
1309,3
1310,7
1311,0
1312,4
1313,9
1314,9
1315,0
1316,9
1317,0
1318,1
1319,1
1320,1
1321,0
1322,0
1323,8
1324,6
1325,4
1326,1
1327,0
1328,6
1329,9
1330,8
1331,8
1332,6
1333,7
1334,6
1335,3
1336,3
1337,9
1338,3
1339,8
1340,8
1341,8
1342,2
1343,9
1344,6
1345,9
1346,3
1347,7
1348,9
1349,3
1350,8
1351,0
1352,1
1353,2
1354,1
1355,9
1356,3
1357,7
1358,1
1359,8
1360,0
1361,1
1362,1
1363,1
1364,4
1365,6
1366,3
1367,4
1368,7
1369,9
1370,6
1371,7
1372,2
1373,6
1374,2
1375,6
1376,9
1377,6
1378,1
1379,1
1380,9
1381,7
1382,9
1383,8
1384,4
1385,7
1386,6
1387,4
1388,7
1389,4
1390,5
1391,0
1392,9
1393,9
1394,7
1395,9
1396,1
1397,9
1398,0
1399,6
1400,0
1401,6
1402,7
1403,7
1404,5
1405,6
1406,2
1407,6
1408,0
1409,8
1410,1
1411,3
1412,7
1413,6
1414,1
1415,8
1416,8
1417,7
1418,5
1419,0
1420,9
1421,2
1422,3
1423,9
1424,2
1425,7
1426,8
1427,9
1428,6
1429,2
1430,1
1431,9
1432,6
1433,0
1434,0
1435,7
1436,6
1437,9
1438,7
1439,1
1440,7
1441,3
1442,9
1443,2
1444,6
1445,0
1446,8
1447,5
1448,0
1449,7
1450,7
1451,9
1452,2
1453,3
1454,9
1455,8
1456,9
1457,5
1458,2
1459,2
1460,0
1461,4
1462,7
1463,1
1464,7
1465,1
1466,5
1467,2
1468,7
1469,3
1470,5
1471,3
1472,4
1473,6
1474,9
1475,7
1476,4
1477,9
1478,9
1479,7
1480,9
1481,0
1482,8
1483,2
1484,0
1485,7
1486,4
1487,0
1488,9
1489,6
1490,0
1491,9
1492,6
1493,8
1494,6
1495,4
1496,3
1497,9
1498,5
1499,8
1500,4
1501,7
1502,7
1503,8
1504,2
1505,6
1506,5
1507,8
1508,9
1509,8
1510,8
1511,6
1512,1
1513,1
1514,6
1515,1
1516,5
1517,3
1518,6
1519,7
1520,3
1521,1
1522,0
1523,7
1524,3
1525,7
1526,1
1527,2
1528,2
1529,6
1530,7
1531,3
1532,3
1533,8
1534,3
1535,6
1536,5
1537,2
1538,4
1539,3
1540,0
1541,5
1542,6
1543,7
1544,5
1545,7
1546,3
1547,5
1548,0
1549,9
1550,7
1551,6
1552,4
1553,4
1554,9
1555,4
1556,3
1557,0
1558,9
1559,3
1560,7
1561,6
1562,0
1563,1
1564,7
1565,0
1566,4
1567,3
1568,1
1569,5
1570,8
1571,4
1572,2
1573,5
1574,6
1575,2
1576,8
1577,6
1578,4
1579,0
1580,7
1581,0
1582,2
1583,9
1584,3
1585,3
1586,3
1587,8
1588,2
1589,0
1590,4
1591,5
1592,4
1593,7
1594,5
1595,2
1596,5
1597,2
1598,9
1599,9
1600,0
1601,0
1602,8
1603,1
1604,3
1605,3
1606,3
1607,8
1608,0
1609,5
1610,3
1611,2
1612,2
1613,3
1614,6
1615,4
1616,7
1617,7
1618,4
1619,8
1620,2
1621,7
1622,1
1623,5
1624,0
1625,7
1626,4
1627,1
1628,6
1629,2
1630,5
1631,7
1632,8
1633,7
1634,6
1635,6
1636,1
1637,3
1638,6
1639,6
1640,1
1641,7
1642,1
1643,3
1644,7
1645,0
1646,3
1647,5
1648,1
1649,5
1650,3
1651,5
1652,5
1653,5
1654,6
1655,6
1656,6
1657,8
1658,0
1659,7
1660,5
1661,3
1662,4
1663,1
1664,0
1665,9
1666,2
1667,1
1668,4
1669,1
1670,1
1671,0
1672,9
1673,0
1674,6
1675,9
1676,6
1677,8
1678,8
1679,9
1680,1
1681,5
1682,3
1683,5
1684,2
1685,1
1686,3
1687,4
1688,7
1689,1
1690,4
1691,1
1692,6
1693,2
1694,4
1695,7
1696,1
1697,3
1698,3
1699,4
1700,8
1701,1
1702,0
1703,8
1704,0
1705,9
1706,0
1707,4
1708,6
1709,5
1710,9
1711,7
1712,3
1713,6
1714,5
1715,2
1716,8
1717,5
1718,2
1719,3
1720,3
1721,0
1722,2
1723,4
1724,4
1725,8
1726,7
1727,9
1728,8
1729,4
1730,9
1731,8
1732,8
1733,7
1734,6
1735,0
1736,4
1737,0
1738,7
1739,3
1740,8
1741,7
1742,8
1743,8
1744,3
1745,2
1746,8
1747,8
1748,0
1749,3
1750,2
1751,3
1752,2
1753,5
1754,1
1755,4
1756,6
1757,8
1758,1
1759,0
1760,9
1761,2
1762,5
1763,5
1764,7
1765,0
1766,8
1767,5
1768,0
1769,6
1770,2
1771,8
1772,1
1773,0
1774,8
1775,4
1776,4
1777,1
1778,3
1779,8
1780,6
1781,9
1782,8
1783,0
1784,4
1785,4
1786,8
1787,7
1788,4
1789,3
1790,9
1791,5
1792,2
1793,1
1794,9
1795,2
1796,0
1797,2
1798,8
1799,7
1800,8
1801,8
1802,1
1803,9
1804,8
1805,6
1806,6
1807,7
1808,0
1809,4
1810,1
1811,0
1812,3
1813,5
1814,3
1815,5
1816,9
1817,8
1818,9
1819,0
1820,3
1821,7
1822,3
1823,5
1824,9
1825,6
1826,7
1827,6
1828,7
1829,0
1830,2
1831,2
1832,4
1833,2
1834,0
1835,9
1836,9
1837,8
1838,9
1839,7
1840,5
1841,7
1842,0
1843,1
1844,5
1845,0
1846,3
1847,9
1848,1
1849,1
1850,7
1851,4
1852,3
1853,4
1854,5
1855,9
1856,2
1857,6
1858,7
1859,7
1860,8
1861,3
1862,2
1863,4
1864,5
1865,2
1866,8
1867,2
1868,5
1869,2
1870,4
1871,4
1872,5
1873,4
1874,5
1875,6
1876,0
1877,8
1878,1
1879,7
1880,6
1881,7
1882,3
1883,0
1884,3
1885,5
1886,1
1887,5
1888,8
1889,5
1890,6
1891,0
1892,3
1893,7
1894,4
1895,8
1896,9
1897,1
1898,0
1899,7
1900,9
1901,8
1902,1
1903,6
1904,4
1905,2
1906,4
1907,1
1908,5
1909,8
1910,9
1911,4
1912,0
1913,7
1914,7
1915,2
1916,5
1917,7
1918,1
1919,8
1920,2
1921,0
1922,8
1923,9
1924,0
1925,1
1926,3
1927,3
1928,7
1929,7
1930,5
1931,6
1932,6
1933,7
1934,7
1935,0
1936,5
1937,7
1938,0
1939,7
1940,6
1941,2
1942,4
1943,8
1944,1
1945,7
1946,1
1947,1
1948,5
1949,2
1950,4
1951,6
1952,5
1953,0
1954,5
1955,0
1956,1
1957,7
1958,8
1959,7
1960,1
1961,3
1962,4
1963,1
1964,7
1965,9
1966,9
1967,4
1968,9
1969,9
1970,9
1971,8
1972,3
1973,9
1974,0
1975,3
1976,1
1977,4
1978,2
1979,4
1980,0
1981,8
1982,7
1983,2
1984,2
1985,6
1986,4
1987,2
1988,9
1989,0
1990,2
1991,3
1992,2
1993,8
1994,4
1995,9
1996,2
1997,1
1998,8
1999,7
2000,8
2001,6
2002,6
2003,2
2004,6
2005,0
2006,4
2007,0
2008,7
2009,0
2010,5
2011,1
2012,7
2013,3
2014,7
2015,1
2016,4
2017,5
2018,4
2019,6
2020,2
2021,6
2022,9
2023,1
2024,8
2025,7
2026,8
2027,6
2028,2
2029,5
2030,2
2031,1
2032,5
2033,2
2034,4
2035,1
2036,8
2037,7
2038,7
2039,7
2040,7
2041,4
2042,3
2043,3
2044,8
2045,8
2046,5
2047,4
2048,3
2049,3
2050,6
2051,9
2052,7
2053,1
2054,6
2055,4
2056,1
2057,9
2058,9
2059,0
2060,7
2061,1
2062,1
2063,8
2064,0
2065,3
2066,8
2067,9
2068,6
2069,5
2070,3
2071,7
2072,7
2073,2
2074,9
2075,9
2076,2
2077,5
2078,1
2079,8
2080,8
2081,8
2082,3
2083,6
2084,9
2085,5
2086,4
2087,8
2088,0
2089,2
2090,6
2091,1
2092,2
2093,7
2094,2
2095,3
2096,5
2097,7
2098,6
2099,0
2100,1
2101,9
2102,3
2103,0
2104,0
2105,7
2106,5
2107,1
2108,9
2109,9
2110,6
2111,0
2112,7
2113,0
2114,8
2115,4
2116,6
2117,4
2118,3
2119,5
2120,1
2121,7
2122,0
2123,5
2124,5
2125,7
2126,8
2127,7
2128,9
2129,9
2130,9
2131,7
2132,7
2133,2
2134,7
2135,0
2136,0
2137,4
2138,8
2139,3
2140,1
2141,1
2142,5
2143,4
2144,0
2145,3
2146,6
2147,3
2148,1
2149,2
2150,9
2151,5
2152,4
2153,7
2154,8
2155,6
2156,8
2157,9
2158,2
2159,4
2160,7
2161,2
2162,0
2163,3
2164,0
2165,8
2166,6
2167,3
2168,6
2169,3
2170,2
2171,2
2172,2
2173,2
2174,3
2175,2
2176,8
2177,4
2178,2
2179,5
2180,3
2181,5
2182,0
2183,0
2184,9
2185,2
2186,3
2187,2
2188,0
2189,6
2190,1
2191,1
2192,8
2193,4
2194,9
2195,6
2196,6
2197,8
2198,9
2199,4
2200,1
2201,5
2202,6
2203,5
2204,5
2205,6
2206,6
2207,9
2208,2
2209,8
2210,6
2211,5
2212,6
2213,1
2214,3
2215,5
2216,9
2217,2
2218,1
2219,6
2220,9
2221,2
2222,2
2223,0
2224,1
2225,2
2226,8
2227,4
2228,6
2229,2
2230,4
2231,8
2232,9
2233,9
2234,7
2235,1
2236,3
2237,6
2238,4
2239,8
2240,3
2241,3
2242,8
2243,5
2244,2
2245,5
2246,7
2247,6
2248,5
2249,6
2250,9
2251,4
2252,7
2253,6
2254,5
2255,6
2256,3
2257,5
2258,2
2259,3
2260,5
2261,9
2262,1
2263,6
2264,3
2265,3
2266,0
2267,9
2268,9
2269,2
2270,1
2271,7
2272,5
2273,5
2274,3
2275,1
2276,0
2277,8
2278,5
2279,6
2280,8
2281,7
2282,9
2283,2
2284,9
2285,1
2286,6
2287,7
2288,7
2289,4
2290,7
2291,2
2292,5
2293,2
2294,5
2295,0
2296,3
2297,1
2298,5
2299,5
2300,9
2301,3
2302,2
2303,1
2304,1
2305,0
2306,8
2307,2
2308,5
2309,0
2310,1
2311,8
2312,9
2313,7
2314,4
2315,6
2316,5
2317,5
2318,0
2319,0
2320,9
2321,5
2322,8
2323,5
2324,6
2325,3
2326,4
2327,8
2328,0
2329,1
2330,2
2331,9
2332,1
2333,9
2334,2
2335,4
2336,0
2337,1
2338,8
2339,2
2340,7
2341,1
2342,3
2343,1
2344,6
2345,9
2346,1
2347,9
2348,0
2349,9
2350,2
2351,0
2352,4
2353,7
2354,6
2355,2
2356,2
2357,0
2358,9
2359,3
2360,1
2361,8
2362,8
2363,3
2364,8
2365,4
2366,9
2367,9
2368,1
2369,6
2370,6
2371,3
2372,2
2373,3
2374,7
2375,5
2376,6
2377,2
2378,1
2379,4
2380,9
2381,2
2382,0
2383,0
2384,9
2385,3
2386,6
2387,9
2388,1
2389,5
2390,1
2391,1
2392,6
2393,3
2394,1
2395,8
2396,0
2397,2
2398,2
2399,5
2400,8
2401,3
2402,2
2403,6
2404,1
2405,9
2406,9
2407,8
2408,3
2409,1
2410,7
2411,9
2412,0
2413,6
2414,5
2415,6
2416,0
2417,9
2418,6
2419,9
2420,4
2421,8
2422,1
2423,2
2424,7
2425,6
2426,7
2427,6
2428,8
2429,9
2430,4
2431,4
2432,7
2433,1
2434,4
2435,4
2436,7
2437,4
2438,1
2439,8
2440,5
2441,4
2442,1
2443,0
2444,9
2445,6
2446,7
2447,5
2448,1
2449,1
2450,2
2451,5
2452,0
2453,2
2454,7
2455,7
2456,9
2457,6
2458,5
2459,0
2460,9
2461,3
2462,7
2463,0
2464,5
2465,9
2466,2
2467,9
2468,4
2469,1
2470,9
2471,0
2472,6
2473,1
2474,1
2475,3
2476,6
2477,3
2478,2
2479,1
2480,8
2481,2
2482,2
2483,3
2484,6
2485,5
2486,3
2487,8
2488,5
2489,2
2490,4
2491,1
2492,9
2493,1
2494,3
2495,9
2496,1
2497,2
2498,1
2499,5
2500,4
2501,2
2502,9
2503,1
2504,2
2505,4
2506,9
2507,2
2508,8
2509,0
2510,0
2511,6
2512,4
2513,9
2514,6
2515,4
2516,0
2517,6
2518,2
2519,4
2520,2
2521,1
2522,4
2523,8
2524,1
2525,2
2526,6
2527,5
2528,0
2529,4
2530,8
2531,0
2532,8
2533,0
2534,3
2535,0
2536,1
2537,1
2538,6
2539,8
2540,8
2541,1
2542,5
2543,6
2544,1
2545,8
2546,1
2547,9
2548,4
2549,5
2550,1
2551,0
2552,4
2553,5
2554,7
2555,7
2556,9
2557,6
2558,7
2559,3
2560,7
2561,7
2562,7
2563,6
2564,6
2565,0
2566,2
2567,8
2568,7
2569,9
2570,2
2571,1
2572,9
2573,4
2574,5
2575,8
2576,0
2577,9
2578,7
2579,6
2580,9
2581,2
2582,7
2583,7
2584,9
2585,6
2586,3
2587,4
2588,3
2589,2
2590,0
2591,3
2592,6
2593,1
2594,3
2595,9
2596,9
2597,7
2598,6
2599,4
2600,0
2601,3
2602,3
2603,1
2604,4
2605,8
2606,9
2607,9
2608,4
2609,6
2610,6
2611,6
2612,5
2613,7
2614,7
2615,2
2616,6
2617,6
2618,9
2619,2
2620,5
2621,6
2622,3
2623,9
2624,1
2625,3
2626,4
2627,3
2628,6
2629,0
2630,3
2631,7
2632,2
2633,6
2634,3
2635,7
2636,0
2637,5
2638,1
2639,1
2640,3
2641,8
2642,0
2643,3
2644,4
2645,7
2646,8
2647,2
2648,0
2649,3
2650,5
2651,3
2652,1
2653,8
2654,6
2655,0
2656,1
2657,3
2658,9
2659,7
2660,8
2661,5
2662,1
2663,1
2664,1
2665,0
2666,3
2667,5
2668,4
2669,9
2670,0
2671,8
2672,4
2673,4
2674,6
2675,1
2676,1
2677,7
2678,4
2679,1
2680,2
2681,9
2682,0
2683,4
2684,3
2685,4
2686,9
2687,5
2688,4
2689,5
2690,2
2691,5
2692,1
2693,8
2694,2
2695,4
2696,1
2697,0
2698,8
2699,4
2700,2
2701,1
2702,2
2703,7
2704,1
2705,8
2706,4
2707,1
2708,3
2709,7
2710,9
2711,7
2712,1
2713,5
2714,8
2715,1
2716,6
2717,8
2718,7
2719,0
2720,6
2721,0
2722,8
2723,1
2724,0
2725,4
2726,4
2727,3
2728,8
2729,1
2730,3
2731,4
2732,6
2733,1
2734,6
2735,4
2736,6
2737,2
2738,6
2739,3
2740,8
2741,8
2742,6
2743,9
2744,2
2745,6
2746,7
2747,6
2748,7
2749,3
2750,6
2751,0
2752,1
2753,1
2754,2
2755,5
2756,5
2757,6
2758,5
2759,2
2760,5
2761,7
2762,2
2763,6
2764,9
2765,7
2766,0
2767,4
2768,5
2769,4
2770,6
2771,5
2772,6
2773,9
2774,7
2775,3
2776,0
2777,8
2778,1
2779,2
2780,3
2781,7
2782,9
2783,5
2784,6
2785,8
2786,5
2787,2
2788,4
2789,0
2790,4
2791,0
2792,6
2793,7
2794,3
2795,8
2796,6
2797,7
2798,7
2799,6
2800,4
2801,9
2802,2
2803,2
2804,8
2805,1
2806,2
2807,7
2808,5
2809,0
2810,4
2811,8
2812,7
2813,1
2814,6
2815,3
2816,1
2817,1
2818,6
2819,7
2820,1
2821,5
2822,3
2823,5
2824,8
2825,7
2826,6
2827,8
2828,3
2829,5
2830,7
2831,8
2832,8
2833,8
2834,4
2835,7
2836,9
2837,9
2838,3
2839,6
2840,8
2841,5
2842,8
2843,9
2844,1
2845,9
2846,1
2847,3
2848,5
2849,4
2850,3
2851,7
2852,1
2853,7
2854,7
2855,8
2856,0
2857,9
2858,0
2859,1
2860,9
2861,4
2862,5
2863,6
2864,8
2865,7
2866,2
2867,0
2868,3
2869,9
2870,3
2871,6
2872,0
2873,3
2874,1
2875,8
2876,3
2877,3
2878,7
2879,0
2880,5
2881,6
2882,6
2883,6
2884,5
2885,0
2886,2
2887,1
2888,2
2889,5
2890,4
2891,7
2892,9
2893,7
2894,9
2895,9
2896,0
2897,9
2898,7
2899,4
2900,2
2901,0
2902,3
2903,2
2904,1
2905,3
2906,1
2907,8
2908,6
2909,3
2910,3
2911,3
2912,8
2913,4
2914,9
2915,5
2916,2
2917,4
2918,7
2919,2
2920,9
2921,0
2922,4
2923,6
2924,2
2925,4
2926,1
2927,8
2928,5
2929,0
2930,1
2931,3
2932,6
2933,8
2934,5
2935,1
2936,3
2937,6
2938,9
2939,6
2940,6
2941,1
2942,9
2943,1
2944,9
2945,6
2946,8
2947,2
2948,5
2949,2
2950,6
2951,9
2952,6
2953,5
2954,9
2955,9
2956,0
2957,2
2958,6
2959,0
2960,0
2961,0
2962,1
2963,1
2964,6
2965,9
2966,5
2967,7
2968,0
2969,7
2970,1
2971,5
2972,4
2973,0
2974,2
2975,7
2976,1
2977,8
2978,9
2979,8
2980,5
2981,9
2982,5
2983,6
2984,3
2985,3
2986,8
2987,3
2988,8
2989,5
2990,3
2991,5
2992,3
2993,0
2994,8
2995,2
2996,5
