month_number,shop_id,item_id,monthly_sales
0,31,1712,1
0,31,1715,2
0,31,1718,2
0,31,1720,1
0,31,1729,2
0,31,1740,3
0,31,1741,3
0,31,1752,2
0,31,1763,3
0,31,1768,1
0,31,1776,1
0,31,1777,2
0,31,1781,1
0,31,1782,2
0,31,1790,6
0,31,1791,2
0,31,1800,5
0,31,1802,1
0,31,1824,1
0,31,1826,1
0,31,1829,4
0,31,1830,39
0,31,1832,5
0,31,1833,3
0,31,1835,11
0,31,1836,8
0,31,1837,1
0,31,1869,2
0,31,1871,5
0,31,1874,2
0,31,1889,3
0,31,1894,2
0,31,1897,1
0,31,1904,5
0,31,1905,7
0,31,1908,2
0,31,1911,9
0,31,1912,4
0,31,1913,8
0,31,1915,8
0,31,1916,20
0,31,1920,9
0,31,1921,6
0,31,1923,2
0,31,1926,3
0,31,1931,1
0,31,1953,2
0,31,1956,3
0,31,1958,1
0,31,1985,1
0,31,1986,2
0,31,1987,5
0,31,1992,3
0,31,2067,1
0,31,2068,1
0,31,2077,2
0,31,2090,6
0,31,2099,1
0,31,2100,4
0,31,2104,3
0,31,2106,1
0,31,2149,3
0,31,2163,2
0,31,2175,2
0,31,2179,4
0,31,2182,1
0,31,2184,1
0,31,2189,1
0,31,2190,1
0,31,2194,1
0,31,2195,1
0,31,2197,1
0,31,2198,1
0,31,2219,1
0,31,2223,1
0,31,2224,1
0,31,2225,1
0,31,2241,3
0,31,2252,6
0,31,2253,1
0,31,2257,1
0,31,2258,6
0,31,2281,7
0,31,2302,3
0,31,2304,10
0,31,2307,6
0,31,2308,47
0,31,2309,4
0,31,2319,3
0,31,2321,15
0,31,2330,4
0,31,2333,3
0,31,2349,3
0,31,2389,1
0,31,2415,6
0,31,2416,14
0,31,2417,5
0,31,2437,6
0,31,2439,3
0,31,2441,3
0,31,2460,2
0,31,2461,1
0,31,2462,1
0,31,2463,2
0,31,2468,1
0,31,2475,1
0,31,2494,1
0,31,2509,1
0,31,2514,1
0,31,2545,2
0,31,2546,2
0,31,2558,2
0,31,2560,1
0,31,2573,2
0,31,2574,8
0,31,2604,1
0,31,2607,2
0,31,2614,2
0,31,2620,1
0,31,2626,1
0,31,2628,3
0,31,2631,1
0,31,2639,2
0,31,2640,1
0,31,2649,1
0,31,2650,2
0,31,2670,1
0,31,2678,2
0,31,2680,1
0,31,2681,1
0,31,2682,1
0,31,2703,5
0,31,2704,3
0,31,2715,1
0,31,2716,4
0,31,2718,5
0,31,2719,1
0,31,2720,1
0,31,2721,1
0,31,2731,1
0,31,2746,6
0,31,2748,6
0,31,2762,1
0,31,2798,2
0,31,2801,5
0,31,2808,39
0,31,2822,2
0,31,2827,3
0,31,2833,14
0,31,2835,3
0,31,2836,2
0,31,2844,2
0,31,2846,1
0,31,2847,1
0,31,2848,3
0,31,2854,6
0,31,2857,5
0,31,2858,2
0,31,2920,4
0,31,2929,4
0,31,2931,6
0,31,2934,1
0,31,2939,5
0,31,2946,2
0,31,2956,6
0,31,2957,4
0,31,2960,8
0,31,2967,2
0,31,2972,44
0,31,2973,38
0,31,2974,12
0,31,3007,3
0,31,3014,1
0,31,3017,1
0,31,3036,3
0,31,3045,2
0,31,3046,1
0,31,3050,1
0,31,3056,6
0,31,3076,5
0,31,3077,3
0,31,3086,1
0,31,3093,1
0,31,3095,4
0,31,3107,2
0,31,3112,1
0,31,3120,1
0,31,3140,4
0,31,3141,3
0,31,3146,4
0,31,3147,4
0,31,3148,4
0,31,3158,1
0,31,3159,4
0,31,3164,1
0,31,3175,1
0,31,3186,31
0,31,3187,1
0,31,3188,1
0,31,3193,6
0,31,3198,2
0,31,3200,3
0,31,3203,1
0,31,3205,1
0,31,3209,1
0,31,3223,6
0,31,3232,1
0,31,3253,2
0,31,3265,1
0,31,3267,1
0,31,3268,1
0,31,3269,2
0,31,3286,9
0,31,3297,5
0,31,3298,1
0,31,3302,1
0,31,3307,2
0,31,3314,5
0,31,3316,4
0,31,3317,1
0,31,3318,1
0,31,3320,13
0,31,3321,17
0,31,3323,6
0,31,3325,26
0,31,3326,9
0,31,3327,1
0,31,3328,13
0,31,3355,2
0,31,3360,1
0,31,3362,7
0,31,3366,2
0,31,3379,2
0,31,3382,2
0,31,3384,1
0,31,3389,1
0,31,3394,1
0,31,3402,7
0,31,3417,8
0,31,3427,19
0,31,3428,3
0,31,3429,9
0,31,3432,70
0,31,3433,15
0,31,3437,7
0,31,3467,4
0,31,3468,5
0,31,3476,2
0,31,3528,1
0,31,3533,4
0,31,3540,2
0,31,3554,7
0,31,3555,1
0,31,3556,2
0,31,3562,2
0,31,3569,1
0,31,3582,4
0,31,3596,2
0,31,3606,1
0,31,3612,2
0,31,3613,1
0,31,3615,1
0,31,3617,2
0,31,3618,1
0,31,3619,1
0,31,3620,5
0,31,3622,6
0,31,3624,3
0,31,3647,2
0,31,3656,2
0,31,3665,2
0,31,3676,2
0,31,3686,12
0,31,3693,2
0,31,3698,4
0,31,3702,5
0,31,3705,5
0,31,3718,10
0,31,3719,18
0,31,3743,8
0,31,3748,1
0,31,3775,1
0,31,3806,1
0,31,3811,1
0,31,3827,1
0,31,3830,1
0,31,3834,4
0,31,3850,3
0,31,3851,14
0,31,3861,1
0,31,3869,9
0,31,3870,35
0,31,3871,6
0,31,3876,7
0,31,3879,2
0,31,3885,1
0,31,3902,3
0,31,3909,1
0,31,3921,1
0,31,3941,1
0,31,3947,1
0,31,3948,1
0,31,3950,1
0,31,3953,1
0,31,3958,1
0,31,3961,1
0,31,3963,1
0,31,3967,2
0,31,3969,1
0,31,3976,1
0,31,3980,1
0,31,3983,1
0,31,3993,1
0,31,4003,2
0,31,4004,1
0,31,4013,1
0,31,4015,1
0,31,4035,1
0,31,4036,3
0,31,4037,1
0,31,4038,1
0,31,4069,1
0,31,4074,1
0,31,4075,1
0,31,4092,2
0,31,4099,1
0,31,4100,6
0,31,4105,1
0,31,4110,2
0,31,4115,2
0,31,4124,1
0,31,4128,1
0,31,4147,2
0,31,4148,3
0,31,4161,22
0,31,4163,31
0,31,4164,18
0,31,4211,4
0,31,4229,1
0,31,4240,4
0,31,4241,2
0,31,4244,1
0,31,4248,4
0,31,4249,2
0,31,4251,11
0,31,4252,3
0,31,4265,2
0,31,4266,2
0,31,4267,3
0,31,4282,2
0,31,4287,1
0,31,4291,1
0,31,4293,1
0,31,4300,2
0,31,4307,1
0,31,4323,3
0,31,4325,1
0,31,4328,1
0,31,4330,2
0,31,4332,3
0,31,4366,2
0,31,4370,8
0,31,4371,4
0,31,4372,7
0,31,4373,5
0,31,4375,1
0,31,4411,2
0,31,4421,3
0,31,4430,1
0,31,4439,1
0,31,4440,1
0,31,4443,1
0,31,4464,6
0,31,4474,4
0,31,4475,13
0,31,4476,4
0,31,4481,14
0,31,4482,1
0,31,4484,4
0,31,4485,3
0,31,4506,1
0,31,4532,1
0,31,4546,2
0,31,4551,2
0,31,4559,1
0,31,4565,1
0,31,4573,3
0,31,4579,2
0,31,4604,1
0,31,4620,2
0,31,4651,1
0,31,4652,1
0,31,4688,5
0,31,4691,2
0,31,4694,2
0,31,4695,1
0,31,4699,1
0,31,4702,1
0,31,4703,1
0,31,4705,3
0,31,4711,1
0,31,4712,10
0,31,4715,1
0,31,4723,9
0,31,4724,2
0,31,4773,1
0,31,4779,7
0,31,4780,2
0,31,4781,1
0,31,4790,6
0,31,4791,3
0,31,4792,3
0,31,4793,2
0,31,4800,1
0,31,4809,11
0,31,4811,3
0,31,4814,3
0,31,4831,8
0,31,4832,3
0,31,4861,2
0,31,4884,6
0,31,4885,4
0,31,4886,22
0,31,4890,1
0,31,4901,7
0,31,4906,11
0,31,4907,8
0,31,4910,6
0,31,4920,1
0,31,4934,1
0,31,4960,3
0,31,4968,1
0,31,4988,1
0,31,5021,2
0,31,5022,1
0,31,5031,4
0,31,5032,1
0,31,5033,3
0,31,5034,8
0,31,5045,2
0,31,5060,4
0,31,5068,2
0,31,5070,5
0,31,5092,2
0,31,5095,1
0,31,5096,1
0,31,5097,1
0,31,5098,2
0,31,5110,3
0,31,5111,1
0,31,5114,2
0,31,5115,3
0,31,5116,1
0,31,5125,1
0,31,5128,1
0,31,5142,1
0,31,5144,1
0,31,5145,3
0,31,5147,2
0,31,5156,3
0,31,5168,1
0,31,5180,1
0,31,5181,1
0,31,5189,1
0,31,5195,1
0,31,5197,2
0,31,5198,2
0,31,5224,4
0,31,5228,8
0,31,5256,5
0,31,5260,8
0,31,5261,9
0,31,5262,3
0,31,5272,25
0,31,5273,16
0,31,5274,4
0,31,5275,7
0,31,5283,2
0,31,5286,2
0,31,5288,1
0,31,5301,1
0,31,5304,1
0,31,5306,1
0,31,5324,6
0,31,5328,1
0,31,5343,6
0,31,5350,1
0,31,5361,4
0,31,5362,3
0,31,5364,1
0,31,5371,1
0,31,5372,1
0,31,5378,9
0,31,5406,8
0,31,5416,2
0,31,5428,1
0,31,5432,2
0,31,5438,1
0,31,5443,1
0,31,5457,8
0,31,5459,4
0,31,5498,1
0,31,5500,1
0,31,5508,1
0,31,5513,1
0,31,5539,1
0,31,5545,1
0,31,5547,1
0,31,5554,2
0,31,5555,1
0,31,5571,3
0,31,5572,14
0,31,5573,6
0,31,5574,3
0,31,5575,3
0,31,5576,4
0,31,5578,1
0,31,5580,10
0,31,5581,2
0,31,5582,2
0,31,5583,4
0,31,5585,1
0,31,5587,6
0,31,5591,7
0,31,5592,6
0,31,5593,2
0,31,5594,2
0,31,5596,2
0,31,5601,4
0,31,5602,1
0,31,5605,4
0,31,5612,2
0,31,5613,1
0,31,5623,1
0,31,5627,2
0,31,5629,5
0,31,5630,1
0,31,5632,3
0,31,5635,2
0,31,5641,2
0,31,5642,1
0,31,5643,9
0,31,5645,1
0,31,5646,1
0,31,5651,1
0,31,5652,1
0,31,5680,1
0,31,5682,1
0,31,5700,1
0,31,5712,2
0,31,5735,5
0,31,5787,1
0,31,5790,3
0,31,5791,1
0,31,5792,2
0,31,5793,2
0,31,5794,2
0,31,5796,1
0,31,5798,1
0,31,5800,2
0,31,5801,2
0,31,5802,1
0,31,5807,2
0,31,5809,1
0,31,5810,2
0,31,5811,3
0,31,5820,1
0,31,5821,2
0,31,5822,15
0,31,5823,2
0,31,5848,8
0,31,5860,1
0,31,5862,1
0,31,5865,1
0,31,5868,2
0,31,5869,1
0,31,5871,6
0,31,5872,3
0,31,5892,1
0,31,5894,3
0,31,5895,3
0,31,5916,5
0,31,5919,1
0,31,5921,1
0,31,5922,3
0,31,5945,2
0,31,5946,2
0,31,5976,2
0,31,5992,1
0,31,5994,3
0,31,5998,2
0,31,6000,6
0,31,6001,1
0,31,6005,1
0,31,6009,1
0,31,6010,1
0,31,6011,1
0,31,6023,1
0,31,6027,2
0,31,6030,1
0,31,6031,2
0,31,6044,4
0,31,6045,9
0,31,6048,2
0,31,6056,1
0,31,6067,4
0,31,6072,10
0,31,6076,2
0,31,6093,9
0,31,6095,2
0,31,6122,8
0,31,6131,1
0,31,6139,1
0,31,6143,1
0,31,6144,5
0,31,6156,1
0,31,6158,3
0,31,6185,13
0,31,6197,2
0,31,6202,1
0,31,6220,2
0,31,6231,1
0,31,6233,2
0,31,6237,1
0,31,6238,1
0,31,6255,1
0,31,6267,1
0,31,6286,2
0,31,6289,1
0,31,6298,1
0,31,6300,1
0,31,6313,1
0,31,6315,1
0,31,6317,3
0,31,6343,1
0,31,6351,1
0,31,6397,1
0,31,6402,2
0,31,6405,1
0,31,6412,5
0,31,6432,8
0,31,6448,1
0,31,6450,1
0,31,6451,1
0,31,6452,3
0,31,6466,18
0,31,6467,17
0,31,6468,5
0,31,6475,23
0,31,6477,1
0,31,6478,3
0,31,6479,7
0,31,6480,5
0,31,6482,1
0,31,6483,2
0,31,6484,3
0,31,6485,1
0,31,6488,14
0,31,6490,18
0,31,6491,4
0,31,6492,6
0,31,6493,1
0,31,6495,27
0,31,6508,6
0,31,6572,3
0,31,6573,2
0,31,6574,6
0,31,6575,7
0,31,6576,4
0,31,6578,1
0,31,6579,2
0,31,6580,2
0,31,6581,1
0,31,6582,3
0,31,6583,1
0,31,6584,2
0,31,6586,3
0,31,6587,4
0,31,6588,1
0,31,6589,2
0,31,6590,1
0,31,6592,5
0,31,6593,2
0,31,6594,1
0,31,6596,1
0,31,6597,1
0,31,6598,3
0,31,6599,2
0,31,6600,2
0,31,6601,3
0,31,6605,3
0,31,6606,4
0,31,6607,3
0,31,6608,6
0,31,6609,3
0,31,6611,2
0,31,6612,2
0,31,6616,1
0,31,6621,1
0,31,6622,3
0,31,6626,2
0,31,6635,6
0,31,6636,1
0,31,6640,1
0,31,6651,4
0,31,6652,3
0,31,6653,1
0,31,6659,4
0,31,6660,6
0,31,6661,3
0,31,6665,8
0,31,6668,2
0,31,6672,1
0,31,6681,2
0,31,6701,3
0,31,6702,2
0,31,6708,9
0,31,6717,7
0,31,6721,3
0,31,6722,1
0,31,6724,4
0,31,6725,1
0,31,6727,6
0,31,6735,4
0,31,6740,12
0,31,6752,4
0,31,6761,1
0,31,6765,2
0,31,6771,1
0,31,6777,5
0,31,6778,1
0,31,6779,1
0,31,6780,2
0,31,6785,1
0,31,6787,1
0,31,6820,1
0,31,6835,1
0,31,6845,2
0,31,6857,3
0,31,6895,1
0,31,6904,2
0,31,6909,2
0,31,6910,5
0,31,6911,2
0,31,6912,1
0,31,6915,1
0,31,6916,8
0,31,6917,3
0,31,6919,1
0,31,6953,42
0,31,7061,1
0,31,7064,1
0,31,7065,3
0,31,7066,8
0,31,7078,1
0,31,7081,6
0,31,7082,1
0,31,7118,9
0,31,7130,7
0,31,7139,1
0,31,7156,1
0,31,7169,13
0,31,7171,7
0,31,7175,4
0,31,7191,3
0,31,7192,2
0,31,7196,2
0,31,7197,1
0,31,7199,4
0,31,7200,1
0,31,7216,1
0,31,7218,8
0,31,7220,6
0,31,7221,3
0,31,7226,1
0,31,7243,1
0,31,7247,1
0,31,7258,1
0,31,7263,1
0,31,7269,3
0,31,7276,1
0,31,7278,1
0,31,7287,1
0,31,7290,1
0,31,7294,1
0,31,7299,2
0,31,7346,1
0,31,7347,1
0,31,7348,1
0,31,7363,2
0,31,7364,1
0,31,7367,1
0,31,7377,2
0,31,7385,1
0,31,7391,1
0,31,7396,1
0,31,7404,1
0,31,7419,3
0,31,7420,1
0,31,7431,1
0,31,7445,1
0,31,7448,5
0,31,7457,2
0,31,7459,6
0,31,7475,1
0,31,7483,1
0,31,7501,1
0,31,7510,1
0,31,7511,3
0,31,7512,1
0,31,7513,2
0,31,7516,1
0,31,7519,1
0,31,7520,1
0,31,7522,1
0,31,7527,3
0,31,7535,1
0,31,7536,4
0,31,7654,1
0,31,7672,2
0,31,7673,2
0,31,7678,1
0,31,7681,1
0,31,7682,1
0,31,7698,1
0,31,7699,1
0,31,7701,1
0,31,7708,1
0,31,7709,1
0,31,7710,1
0,31,7737,6
0,31,7738,5
0,31,7744,1
0,31,7770,9
0,31,7814,1
0,31,7815,5
0,31,7819,1
0,31,7820,12
0,31,7849,3
0,31,7850,4
0,31,7856,26
0,31,7857,9
0,31,7860,14
0,31,7867,3
0,31,7869,1
0,31,7875,1
0,31,7882,5
0,31,7892,1
0,31,7893,13
0,31,7894,16
0,31,7895,6
0,31,7907,1
0,31,7911,1
0,31,7912,14
0,31,7913,3
0,31,7916,2
0,31,7938,3
0,31,7945,2
0,31,7956,2
0,31,7974,3
0,31,7977,12
0,31,7978,5
0,31,7979,3
0,31,8012,3
0,31,8019,6
0,31,8022,3
0,31,8024,1
0,31,8028,1
0,31,8031,1
0,31,8041,2
0,31,8046,1
0,31,8067,3
0,31,8069,2
0,31,8070,3
0,31,8081,2
0,31,8082,1
0,31,8090,1
0,31,8092,6
0,31,8093,16
0,31,8094,1
0,31,8095,3
0,31,8096,1
0,31,8106,1
0,31,8136,1
0,31,8140,1
0,31,8142,1
0,31,8155,1
0,31,8156,3
0,31,8158,1
0,31,8160,1
0,31,8167,1
0,31,8173,2
0,31,8194,2
0,31,8195,2
0,31,8199,1
0,31,8211,1
0,31,8232,1
0,31,8233,2
0,31,8234,1
0,31,8235,5
0,31,8242,2
0,31,8243,2
0,31,8248,1
0,31,8255,3
0,31,8259,1
0,31,8264,2
0,31,8265,1
0,31,8272,1
0,31,8282,1
0,31,8289,1
0,31,8290,2
0,31,8299,1
0,31,8303,3
0,31,8311,2
0,31,8313,1
0,31,8319,1
0,31,8324,1
0,31,8325,4
0,31,8328,5
0,31,8329,1
0,31,8330,1
0,31,8333,1
0,31,8334,1
0,31,8339,1
0,31,8344,1
0,31,8345,1
0,31,8346,1
0,31,8347,1
0,31,8363,1
0,31,8371,1
0,31,8372,1
0,31,8376,1
0,31,8383,1
0,31,8395,1
0,31,8396,2
0,31,8402,1
0,31,8403,1
0,31,8423,4
0,31,8432,4
0,31,8460,2
0,31,8464,2
0,31,8466,1
0,31,8477,1
0,31,8478,2
0,31,8480,1
0,31,8484,1
0,31,8485,1
0,31,8486,2
0,31,8487,1
0,31,8497,2
0,31,8498,1
0,31,8508,3
0,31,8556,1
0,31,8559,1
0,31,8568,1
0,31,8572,1
0,31,8576,2
0,31,8582,1
0,31,8588,1
0,31,8595,1
0,31,8612,1
0,31,8619,2
0,31,8620,2
0,31,8621,2
0,31,8628,1
0,31,8630,1
0,31,8631,1
0,31,8634,5
0,31,8636,1
0,31,8641,1
0,31,8643,1
0,31,8645,4
0,31,8646,1
0,31,8647,2
0,31,8652,1
0,31,8655,2
0,31,8661,1
0,31,8662,2
0,31,8663,1
0,31,8664,1
0,31,8665,5
0,31,8673,1
0,31,8674,1
0,31,8685,1
0,31,8690,1
0,31,8707,1
0,31,8709,3
0,31,8714,1
0,31,8715,1
0,31,8718,1
0,31,8721,2
0,31,8727,1
0,31,8730,4
0,31,8740,3
0,31,8743,3
0,31,8747,1
0,31,8748,1
0,31,8749,2
0,31,8750,1
0,31,8751,6
0,31,8759,1
0,31,8764,4
0,31,8769,2
0,31,8772,1
0,31,8777,1
0,31,8778,6
0,31,8781,1
0,31,8784,1
0,31,8785,2
0,31,8786,1
0,31,8788,1
0,31,8816,2
0,31,8820,2
0,31,8827,1
0,31,8828,6
0,31,8829,12
0,31,8831,2
0,31,8835,1
0,31,8845,1
0,31,8846,2
0,31,8849,2
0,31,8855,1
0,31,8859,3
0,31,8863,2
0,31,8876,1
0,31,8877,1
0,31,8883,1
0,31,8884,2
0,31,8903,1
0,31,8906,2
0,31,8907,1
0,31,8928,1
0,31,8932,1
0,31,8935,1
0,31,8936,1
0,31,8937,3
0,31,8938,1
0,31,8941,1
0,31,8943,3
0,31,8960,1
0,31,8965,2
0,31,8980,1
0,31,8989,1
0,31,8999,1
0,31,9000,6
0,31,9005,1
0,31,9008,1
0,31,9022,2
0,31,9031,2
0,31,9033,6
0,31,9041,6
0,31,9042,4
0,31,9043,19
0,31,9044,5
0,31,9049,8
0,31,9059,1
0,31,9063,1
0,31,9064,1
0,31,9074,1
0,31,9078,6
0,31,9153,2
0,31,9165,2
0,31,9169,1
0,31,9171,1
0,31,9181,1
0,31,9186,2
0,31,9216,1
0,31,9222,1
0,31,9237,1
0,31,9281,2
0,31,9282,2
0,31,9301,1
0,31,9305,1
0,31,9319,1
0,31,9320,3
0,31,9336,9
0,31,9346,2
0,31,9347,3
0,31,9348,6
0,31,9363,2
0,31,9383,1
0,31,9384,1
0,31,9427,1
0,31,9429,1
0,31,9430,1
0,31,9433,1
0,31,9436,1
0,31,9438,1
0,31,9439,1
0,31,9440,1
0,31,9444,6
0,31,9445,7
0,31,9449,2
0,31,9453,1
0,31,9454,1
0,31,9455,1
0,31,9480,4
0,31,9484,1
0,31,9485,1
0,31,9505,2
0,31,9506,2
0,31,9507,7
0,31,9508,1
0,31,9509,2
0,31,9511,2
0,31,9535,3
0,31,9539,1
0,31,9540,2
0,31,9546,2
0,31,9548,4
0,31,9556,1
0,31,9565,3
0,31,9567,1
0,31,9570,2
0,31,9572,3
0,31,9587,1
0,31,9589,1
0,31,9594,2
0,31,9598,1
0,31,9600,1
0,31,9601,2
0,31,9603,1
0,31,9607,1
0,31,9611,1
0,31,9615,1
0,31,9618,1
0,31,9629,1
0,31,9633,1
0,31,9635,1
0,31,9636,2
0,31,9638,1
0,31,9639,1
0,31,9640,2
0,31,9641,1
0,31,9645,1
0,31,9656,1
0,31,9661,1
0,31,9663,1
0,31,9670,1
0,31,9672,2
0,31,9673,2
0,31,9678,1
0,31,9679,1
0,31,9687,2
0,31,9690,1
0,31,9693,1
0,31,9694,1
0,31,9697,1
0,31,9703,1
0,31,9705,1
0,31,9711,1
0,31,9715,2
0,31,9716,1
0,31,9719,1
0,31,9720,1
0,31,9725,1
0,31,9733,1
0,31,9739,1
0,31,9741,1
0,31,9742,1
0,31,9746,3
0,31,9747,1
0,31,9753,4
0,31,9755,2
0,31,9768,4
0,31,9770,1
0,31,9773,1
0,31,9775,1
0,31,9780,1
0,31,9800,3
0,31,9801,1
0,31,9803,6
0,31,9804,5
0,31,9811,1
0,31,9817,1
0,31,9825,1
0,31,9829,1
0,31,9833,1
0,31,9834,1
0,31,9842,6
0,31,9846,1
0,31,9851,1
0,31,9859,1
0,31,9865,3
0,31,9868,3
0,31,9871,6
0,31,9883,2
0,31,9889,1
0,31,9891,1
0,31,9902,8
0,31,9903,6
0,31,9905,3
0,31,9906,1
0,31,9907,2
0,31,9909,1
0,31,9910,5
0,31,9911,2
0,31,9913,2
0,31,9937,1
0,31,9939,1
0,31,9940,1
0,31,9941,1
0,31,9942,1
0,31,9943,2
0,31,9945,1
0,31,9948,1
0,31,9950,1
0,31,9954,1
0,31,9960,2
0,31,9968,1
0,31,9969,1
0,31,9975,1
0,31,9976,2
0,31,9977,1
0,31,9979,1
0,31,9981,1
0,31,9991,1
0,31,9996,1
0,31,10004,1
0,31,10008,1
0,31,10012,1
0,31,10014,1
0,31,10022,3
0,31,10049,1
0,31,10051,3
0,31,10056,1
0,31,10064,6
0,31,10080,1
0,31,10082,3
0,31,10086,1
0,31,10088,1
0,31,10089,2
0,31,10092,1
0,31,10095,3
0,31,10097,2
0,31,10106,8
0,31,10107,3
0,31,10111,1
0,31,10140,1
0,31,10141,1
0,31,10142,2
0,31,10146,1
0,31,10159,3
0,31,10160,1
0,31,10161,1
0,31,10163,1
0,31,10164,3
0,31,10171,7
0,31,10172,2
0,31,10173,1
0,31,10191,1
0,31,10193,3
0,31,10197,1
0,31,10198,1
0,31,10225,1
0,31,10230,2
0,31,10242,3
0,31,10254,2
0,31,10270,1
0,31,10272,3
0,31,10275,1
0,31,10276,1
0,31,10277,4
0,31,10285,4
0,31,10287,1
0,31,10308,3
0,31,10309,3
0,31,10313,1
0,31,10321,1
0,31,10323,3
0,31,10324,1
0,31,10325,5
0,31,10328,1
0,31,10329,1
0,31,10331,6
0,31,10334,3
0,31,10335,1
0,31,10337,1
0,31,10338,1
0,31,10340,1
0,31,10343,2
0,31,10345,1
0,31,10347,1
0,31,10348,2
0,31,10350,1
0,31,10355,1
0,31,10356,2
0,31,10358,1
0,31,10359,1
0,31,10370,1
0,31,10373,2
0,31,10390,1
0,31,10391,3
0,31,10392,1
0,31,10394,5
0,31,10401,3
0,31,10413,1
0,31,10422,1
0,31,10423,2
0,31,10426,2
0,31,10427,3
0,31,10442,1
0,31,10450,1
0,31,10452,4
0,31,10459,2
0,31,10465,1
0,31,10468,3
0,31,10469,1
0,31,10474,2
0,31,10493,1
0,31,10494,1
0,31,10496,1
0,31,10503,1
0,31,10506,1
0,31,10510,1
0,31,10526,3
0,31,10536,5
0,31,10537,1
0,31,10544,2
0,31,10545,4
0,31,10549,1
0,31,10563,8
0,31,10575,1
0,31,10576,1
0,31,10578,3
0,31,10591,1
0,31,10592,1
0,31,10599,1
0,31,10610,2
0,31,10624,3
0,31,10626,1
0,31,10627,3
0,31,10641,6
0,31,10642,6
0,31,10643,1
0,31,10647,1
0,31,10650,1
0,31,10658,17
0,31,10660,4
0,31,10661,3
0,31,10669,2
0,31,10678,1
0,31,10679,3
0,31,10686,1
0,31,10687,1
0,31,10689,4
0,31,10691,1
0,31,10709,1
0,31,10715,2
0,31,10716,1
0,31,10721,3
0,31,10724,1
0,31,10728,1
0,31,10730,2
0,31,10739,4
0,31,10744,1
0,31,10754,1
0,31,10755,1
0,31,10764,1
0,31,10766,1
0,31,10773,1
0,31,10774,1
0,31,10782,1
0,31,10786,1
0,31,10787,1
0,31,10788,2
0,31,10798,1
0,31,10800,1
0,31,10803,5
0,31,10806,1
0,31,10807,2
0,31,10810,1
0,31,10815,3
0,31,10821,1
0,31,10829,1
0,31,10838,3
0,31,10843,2
0,31,10848,1
0,31,10849,2
0,31,10853,1
0,31,10857,1
0,31,10859,1
0,31,10864,1
0,31,10865,3
0,31,10874,1
0,31,10880,1
0,31,10886,1
0,31,10887,2
0,31,10888,2
0,31,10889,2
0,31,10900,3
